UNIPROT:Q9UN73:T116:PRGE	Protocadherin alpha-6|PCDHA6	UNIPROT:Q9UN73|GENE:56142
UNIPROT:P31025:T116:PRGE	Lipocalin-1|LCN1	UNIPROT:P31025|GENE:3933
UNIPROT:Q0D2K5:T116:PRGE	EGF-like domain-containing protein C3orf50	UNIPROT:Q0D2K5
UNIPROT:Q9UJ37:T116:PRGE	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2|ST6GALNAC2	UNIPROT:Q9UJ37|GENE:10610
UNIPROT:Q2M1V0:T116:PRGE	Intestine-specific homeobox|ISX	UNIPROT:Q2M1V0|GENE:91464
UNIPROT:P15382:T116:PRGE	Potassium voltage-gated channel subfamily E member 1|KCNE1	UNIPROT:P15382|GENE:3753
UNIPROT:Q9BRU9:T116:PRGE	rRNA-processing protein UTP23 homolog|UTP23	UNIPROT:Q9BRU9|GENE:84294
UNIPROT:Q9BVK6:T116:PRGE	Transmembrane emp24 domain-containing protein 9|TMED9	UNIPROT:Q9BVK6|GENE:54732
UNIPROT:A8CG34:T116:PRGE	Nuclear envelope pore membrane protein POM 121C|POM121C	UNIPROT:A8CG34|GENE:100101267
UNIPROT:Q8WY54:T116:PRGE	Protein phosphatase 1E|PPM1E	UNIPROT:Q8WY54|GENE:22843
UNIPROT:Q8N6G5:T116:PRGE	Chondroitin sulfate N-acetylgalactosaminyltransferase 2|CSGALNACT2	UNIPROT:Q8N6G5|GENE:55454
UNIPROT:Q9H596:T116:PRGE	Dual specificity protein phosphatase 21|DUSP21	UNIPROT:Q9H596|GENE:63904
UNIPROT:Q9H3H5:T116:PRGE	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase|DPAGT1	UNIPROT:Q9H3H5|GENE:1798
UNIPROT:Q86SG4:T116:PRGE	D-PCa-2	UNIPROT:Q86SG4
UNIPROT:Q6P1X6:T116:PRGE	UPF0598 protein C8orf82|C8orf82	UNIPROT:Q6P1X6|GENE:414919
UNIPROT:Q96LC7:T116:PRGE	Siglec-10|SIGLEC10	UNIPROT:Q96LC7|GENE:89790
UNIPROT:Q99715:T116:PRGE	Collagen alpha-1(XII) chain|COL12A1	UNIPROT:Q99715|GENE:1303
UNIPROT:P0CG04:T116:PRGE	Ig lambda-1 chain C regions	UNIPROT:P0CG04
UNIPROT:P10767:T116:PRGE	Fibroblast growth factor 6|FGF6	UNIPROT:P10767|GENE:2251
UNIPROT:Q96D70:T116:PRGE	R3H domain-containing protein C19orf22|R3HDM4	UNIPROT:Q96D70|GENE:91300
UNIPROT:Q8TAP9:T116:PRGE	TTD non-photosensitive 1 protein|MPLKIP	UNIPROT:Q8TAP9|GENE:136647
UNIPROT:P01779:T116:PRGE	Ig heavy chain V-III region TUR	UNIPROT:P01779
UNIPROT:Q8NEP4:T116:PRGE	Uncharacterized protein C17orf47|C17orf47	UNIPROT:Q8NEP4|GENE:284083
UNIPROT:O94829:T116:PRGE	Importin-13|IPO13	UNIPROT:O94829|GENE:9670
UNIPROT:P28069:T116:PRGE	PIT-1|POU1F1	UNIPROT:P28069|GENE:5449
UNIPROT:Q9NZM4:T116:PRGE	Glioma tumor suppressor candidate region gene 1 protein|GLTSCR1	UNIPROT:Q9NZM4|GENE:29998
UNIPROT:A6NN90:T116:PRGE	Uncharacterized protein C2orf81	UNIPROT:A6NN90
UNIPROT:Q14749:T116:PRGE	Glycine N-methyltransferase|GNMT	UNIPROT:Q14749|GENE:27232
UNIPROT:Q96NG5:T116:PRGE	Zinc finger protein 558|ZNF558	UNIPROT:Q96NG5|GENE:148156
UNIPROT:P10124:T116:PRGE	Serglycin|SRGN	UNIPROT:P10124|GENE:5552
UNIPROT:Q9C0I4:T116:PRGE	Thrombospondin type-1 domain-containing protein 7B	UNIPROT:Q9C0I4
UNIPROT:Q96RA2:T116:PRGE	Olfactory receptor 7D2|OR7D2	UNIPROT:Q96RA2|GENE:162998
UNIPROT:Q5VTQ0:T116:PRGE	TPR repeat protein 39B|TTC39B	UNIPROT:Q5VTQ0|GENE:158219
UNIPROT:Q8TEA8:T116:PRGE	D-tyrosyl-tRNA(Tyr) deacylase 1|DTD1	UNIPROT:Q8TEA8|GENE:92675
UNIPROT:Q5UAW9:T116:PRGE	Probable G-protein coupled receptor 157|GPR157	UNIPROT:Q5UAW9|GENE:80045
UNIPROT:Q9NZL4:T116:PRGE	Hsp70-binding protein 1|HSPBP1	UNIPROT:Q9NZL4|GENE:23640
UNIPROT:Q96IF1:T116:PRGE	Protein ajuba|AJUBA	UNIPROT:Q96IF1|GENE:84962
UNIPROT:Q8WVK2:T116:PRGE	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein|SNRNP27	UNIPROT:Q8WVK2|GENE:11017
UNIPROT:P31270:T116:PRGE	Homeobox protein Hox-A11|HOXA11	UNIPROT:P31270|GENE:3207
UNIPROT:P15144:T116:PRGE	Aminopeptidase N|ANPEP	UNIPROT:P15144|GENE:290
UNIPROT:O76071:T116:PRGE	Probable cytosolic iron-sulfur protein assembly protein CIAO1|CIAO1	UNIPROT:O76071|GENE:9391
UNIPROT:P49238:T116:PRGE	CX3C chemokine receptor 1|CX3CR1	UNIPROT:P49238|GENE:1524
UNIPROT:Q8NGJ5:T116:PRGE	Olfactory receptor 51L1|OR51L1	UNIPROT:Q8NGJ5|GENE:119682
UNIPROT:Q9NZE8:T116:PRGE	39S ribosomal protein L35, mitochondrial|MRPL35	UNIPROT:Q9NZE8|GENE:51318
UNIPROT:A6NI15:T116:PRGE	Mesogenin-1|MSGN1	UNIPROT:A6NI15|GENE:343930
UNIPROT:Q9HD47:T116:PRGE	RanGNRF|RANGRF	UNIPROT:Q9HD47|GENE:29098
UNIPROT:Q16385:T116:PRGE	Protein SSX2	UNIPROT:Q16385
UNIPROT:Q969I6:T116:PRGE	Sodium-coupled neutral amino acid transporter 4|SLC38A4	UNIPROT:Q969I6|GENE:55089
UNIPROT:Q6UN15:T116:PRGE	hFip1|FIP1L1	UNIPROT:Q6UN15|GENE:81608
UNIPROT:P14625:T116:PRGE	Endoplasmin|HSP90B1	UNIPROT:P14625|GENE:7184
UNIPROT:Q9BUT1:T116:PRGE	3-hydroxybutyrate dehydrogenase type 2|BDH2	UNIPROT:Q9BUT1|GENE:56898
UNIPROT:Q9BTV6:T116:PRGE	WD repeat-containing protein 85|WDR85	UNIPROT:Q9BTV6|GENE:92715
UNIPROT:O60344:T116:PRGE	Endothelin-converting enzyme 2|ECE2	UNIPROT:O60344|GENE:9718
UNIPROT:Q7Z3G6:T116:PRGE	Prickle-like protein 2|PRICKLE2	UNIPROT:Q7Z3G6|GENE:166336
UNIPROT:Q9ULW8:T116:PRGE	Protein-arginine deiminase type-3|PADI3	UNIPROT:Q9ULW8|GENE:51702
UNIPROT:P41236:T116:PRGE	IPP-2|PPP1R2	UNIPROT:P41236|GENE:5504
UNIPROT:Q8N9K3:T116:PRGE	Putative uncharacterized protein FLJ37004	UNIPROT:Q8N9K3
UNIPROT:Q9UNA0:T116:PRGE	ADAM-TS 5|ADAMTS5	UNIPROT:Q9UNA0|GENE:11096
UNIPROT:O15116:T116:PRGE	U6 snRNA-associated Sm-like protein LSm1|LSM1	UNIPROT:O15116|GENE:27257
UNIPROT:Q6ZQY3:T116:PRGE	Glutamate decarboxylase-like protein 1|GADL1	UNIPROT:Q6ZQY3|GENE:339896
UNIPROT:Q9HC47:T116:PRGE	Protein cTAGE-1	UNIPROT:Q9HC47
UNIPROT:Q9BQB6:T116:PRGE	Vitamin K epoxide reductase complex subunit 1|VKORC1	UNIPROT:Q9BQB6|GENE:79001
UNIPROT:P10966:T116:PRGE	T-cell surface glycoprotein CD8 beta chain|CD8B	UNIPROT:P10966|GENE:926
UNIPROT:Q5SV97:T116:PRGE	Uncharacterized protein C1orf170	UNIPROT:Q5SV97
UNIPROT:P36544:T116:PRGE	Neuronal acetylcholine receptor subunit alpha-7|CHRNA7	UNIPROT:P36544|GENE:1139
UNIPROT:Q9BXE9:T116:PRGE	Vomeronasal type-1 receptor 3	UNIPROT:Q9BXE9
UNIPROT:P12821:T116:PRGE	Angiotensin-converting enzyme|ACE	UNIPROT:P12821|GENE:1636
UNIPROT:Q9BUI4:T116:PRGE	RNA polymerase III subunit C3|POLR3C	UNIPROT:Q9BUI4|GENE:10623
UNIPROT:Q13242:T116:PRGE	Splicing factor, arginine/serine-rich 9|SRSF9	UNIPROT:Q13242|GENE:8683
UNIPROT:Q09160:T116:PRGE	HLA class I histocompatibility antigen, A-80 alpha chain	UNIPROT:Q09160
UNIPROT:Q9BQB4:T116:PRGE	Sclerostin|SOST	UNIPROT:Q9BQB4|GENE:50964
UNIPROT:Q6PEY2:T116:PRGE	Tubulin alpha-3E chain|TUBA3E	UNIPROT:Q6PEY2|GENE:112714
UNIPROT:Q6PF15:T116:PRGE	Kelch-like protein 35|KLHL35	UNIPROT:Q6PF15|GENE:283212
UNIPROT:Q9HAY6:T116:PRGE	Beta,beta-carotene 15,15'-monooxygenase|BCMO1	UNIPROT:Q9HAY6|GENE:53630
UNIPROT:A2RU67:T116:PRGE	Uncharacterized protein KIAA1467|KIAA1467	UNIPROT:A2RU67|GENE:57613
UNIPROT:Q9UH73:T116:PRGE	Transcription factor COE1|EBF1	UNIPROT:Q9UH73|GENE:1879
UNIPROT:P14317:T116:PRGE	Hematopoietic lineage cell-specific protein|HCLS1	UNIPROT:P14317|GENE:3059
UNIPROT:Q9NRQ5:T116:PRGE	UPF0443 protein C11orf75|C11orf75	UNIPROT:Q9NRQ5|GENE:56935
UNIPROT:P09622:T116:PRGE	Dihydrolipoyl dehydrogenase, mitochondrial|DLD	UNIPROT:P09622|GENE:1738
UNIPROT:O95954:T116:PRGE	Formimidoyltransferase-cyclodeaminase|FTCD	UNIPROT:O95954|GENE:10841
UNIPROT:P15289:T116:PRGE	Arylsulfatase A|ARSA	UNIPROT:P15289|GENE:410
UNIPROT:P52739:T116:PRGE	Zinc finger protein 131|ZNF131	UNIPROT:P52739|GENE:7690
UNIPROT:Q9BR46:T116:PRGE	Putative uncharacterized protein C20orf78|C20orf78	UNIPROT:Q9BR46|GENE:100128496
UNIPROT:Q8TAG9:T116:PRGE	Exocyst complex component 6|EXOC6	UNIPROT:Q8TAG9|GENE:54536
UNIPROT:Q86V97:T116:PRGE	Kelch repeat and BTB domain-containing protein 6|KBTBD6	UNIPROT:Q86V97|GENE:89890
UNIPROT:Q5T230:T116:PRGE	Undifferentiated embryonic cell transcription factor 1|UTF1	UNIPROT:Q5T230|GENE:8433
UNIPROT:Q9Y2M5:T116:PRGE	Kelch-like protein 20|KLHL20	UNIPROT:Q9Y2M5|GENE:27252
UNIPROT:P05091:T116:PRGE	Aldehyde dehydrogenase, mitochondrial|ALDH2	UNIPROT:P05091|GENE:217
UNIPROT:P37023:T116:PRGE	SKR3|ACVRL1	UNIPROT:P37023|GENE:94
UNIPROT:Q8N1W1:T116:PRGE	Rho-guanine nucleotide exchange factor|RGNEF	UNIPROT:Q8N1W1|GENE:64283
UNIPROT:Q7Z2X7:T116:PRGE	G antigen family E member 2|PAGE2	UNIPROT:Q7Z2X7|GENE:203569
UNIPROT:Q9H223:T116:PRGE	EH domain-containing protein 4|EHD4	UNIPROT:Q9H223|GENE:30844
UNIPROT:Q5SY68:T116:PRGE	Protein S100-A7-like 2	UNIPROT:Q5SY68
UNIPROT:P20336:T116:PRGE	Ras-related protein Rab-3A|RAB3A	UNIPROT:P20336|GENE:5864
UNIPROT:P11168:T116:PRGE	Solute carrier family 2, facilitated glucose transporter member 2|SLC2A2	UNIPROT:P11168|GENE:6514
UNIPROT:Q9H4A5:T116:PRGE	Golgi phosphoprotein 3-like|GOLPH3L	UNIPROT:Q9H4A5|GENE:55204
UNIPROT:P32969:T116:PRGE	60S ribosomal protein L9|RPL9	UNIPROT:P32969|GENE:6133
UNIPROT:Q96MM3:T116:PRGE	Zinc finger protein 42 homolog|ZFP42	UNIPROT:Q96MM3|GENE:132625
UNIPROT:A6NFF2:T116:PRGE	Putative nucleosome assembly protein 1-like 6	UNIPROT:A6NFF2
UNIPROT:Q8WWX9:T116:PRGE	SelM|SELM	UNIPROT:Q8WWX9|GENE:140606
UNIPROT:O75570:T116:PRGE	MRF-1|MTRF1	UNIPROT:O75570|GENE:9617
UNIPROT:Q8WV35:T116:PRGE	Leucine-rich repeat-containing protein 29|LRRC29	UNIPROT:Q8WV35|GENE:26231
UNIPROT:A8MYG8:T116:PRGE	Putative ankyrin repeat domain-containing protein ENSP00000383069	UNIPROT:A8MYG8
UNIPROT:Q99788:T116:PRGE	Chemokine receptor-like 1|CMKLR1	UNIPROT:Q99788|GENE:1240
UNIPROT:Q96QT4:T116:PRGE	Transient receptor potential cation channel subfamily M member 7|TRPM7	UNIPROT:Q96QT4|GENE:54822
UNIPROT:P62136:T116:PRGE	PP-1A|PPP1CA	UNIPROT:P62136|GENE:5499
UNIPROT:Q5VTU8:T116:PRGE	ATP synthase subunit epsilon-like protein, mitochondrial	UNIPROT:Q5VTU8
UNIPROT:O60242:T116:PRGE	Brain-specific angiogenesis inhibitor 3|BAI3	UNIPROT:O60242|GENE:577
UNIPROT:Q1MSJ5:T116:PRGE	Centrosome and spindle pole-associated protein 1|CSPP1	UNIPROT:Q1MSJ5|GENE:79848
UNIPROT:A6PVY3:T116:PRGE	Protein FAM177B|FAM177B	UNIPROT:A6PVY3|GENE:400823
UNIPROT:Q66K79:T116:PRGE	Carboxypeptidase Z|CPZ	UNIPROT:Q66K79|GENE:8532
UNIPROT:Q9H649:T116:PRGE	Putative methyltransferase NSUN3|NSUN3	UNIPROT:Q9H649|GENE:63899
UNIPROT:P01584:T116:PRGE	Interleukin-1 beta|IL1B	UNIPROT:P01584|GENE:3553
UNIPROT:Q14249:T116:PRGE	Endo G|ENDOG	UNIPROT:Q14249|GENE:2021
UNIPROT:Q5VUR7:T116:PRGE	Ankyrin repeat domain-containing protein 20A3|ANKRD20A3	UNIPROT:Q5VUR7|GENE:441425
UNIPROT:Q9P2U8:T116:PRGE	Vesicular glutamate transporter 2|SLC17A6	UNIPROT:Q9P2U8|GENE:57084
UNIPROT:P40227:T116:PRGE	TCP-1-zeta|CCT6A	UNIPROT:P40227|GENE:908
UNIPROT:Q9BQA9:T116:PRGE	Uncharacterized protein C17orf62|C17orf62	UNIPROT:Q9BQA9|GENE:79415
UNIPROT:O95969:T116:PRGE	Secretoglobin family 1D member 2|SCGB1D2	UNIPROT:O95969|GENE:10647
UNIPROT:P23786:T116:PRGE	Carnitine O-palmitoyltransferase 2, mitochondrial|CPT2	UNIPROT:P23786|GENE:1376
UNIPROT:P33765:T116:PRGE	Adenosine receptor A3|ADORA3	UNIPROT:P33765|GENE:140
UNIPROT:P49069:T116:PRGE	Calcium signal-modulating cyclophilin ligand|CAMLG	UNIPROT:P49069|GENE:819
UNIPROT:Q8NGP9:T116:PRGE	Olfactory receptor 5AR1|OR5AR1	UNIPROT:Q8NGP9|GENE:219493
UNIPROT:Q8NB66:T116:PRGE	Protein unc-13 homolog C|UNC13C	UNIPROT:Q8NB66|GENE:440279
UNIPROT:Q8WW12:T116:PRGE	PEST proteolytic signal-containing nuclear protein|PCNP	UNIPROT:Q8WW12|GENE:57092
UNIPROT:Q9UHA3:T116:PRGE	Probable ribosome biogenesis protein RLP24|RSL24D1	UNIPROT:Q9UHA3|GENE:51187
UNIPROT:Q8TDD1:T116:PRGE	ATP-dependent RNA helicase DDX54|DDX54	UNIPROT:Q8TDD1|GENE:79039
UNIPROT:O60662:T116:PRGE	Kelch repeat and BTB domain-containing protein 10|KBTBD10	UNIPROT:O60662|GENE:10324
UNIPROT:Q6RW13:T116:PRGE	Type-1 angiotensin II receptor-associated protein|AGTRAP	UNIPROT:Q6RW13|GENE:57085
UNIPROT:Q6NW40:T116:PRGE	RGM domain family member B|RGMB	UNIPROT:Q6NW40|GENE:285704
UNIPROT:Q71H61:T116:PRGE	Immunoglobulin-like domain-containing receptor 2|ILDR2	UNIPROT:Q71H61|GENE:387597
UNIPROT:Q96R69:T116:PRGE	Olfactory receptor 4F4|OR4F4	UNIPROT:Q96R69|GENE:26682
UNIPROT:Q99748:T116:PRGE	Neurturin|NRTN	UNIPROT:Q99748|GENE:4902
UNIPROT:O94762:T116:PRGE	ATP-dependent DNA helicase Q5|RECQL5	UNIPROT:O94762|GENE:9400
UNIPROT:Q96FN5:T116:PRGE	Kinesin-like protein KIF12|KIF12	UNIPROT:Q96FN5|GENE:113220
UNIPROT:Q9Y223:T116:PRGE	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase|GNE	UNIPROT:Q9Y223|GENE:10020
UNIPROT:Q9NYW5:T116:PRGE	Taste receptor type 2 member 4|TAS2R4	UNIPROT:Q9NYW5|GENE:50832
UNIPROT:O95484:T116:PRGE	Claudin-9|CLDN9	UNIPROT:O95484|GENE:9080
UNIPROT:P10997:T116:PRGE	Islet amyloid polypeptide|IAPP	UNIPROT:P10997|GENE:3375
UNIPROT:O75603:T116:PRGE	hGCMb|GCM2	UNIPROT:O75603|GENE:9247
UNIPROT:O96024:T116:PRGE	Beta-1,3-GalTase 4|B3GALT4	UNIPROT:O96024|GENE:8705
UNIPROT:Q8NGA1:T116:PRGE	Olfactory receptor 1M1|OR1M1	UNIPROT:Q8NGA1|GENE:125963
UNIPROT:P01818:T116:PRGE	Ig heavy chain V-II region HE	UNIPROT:P01818
UNIPROT:Q9NU29:T116:PRGE	Putative uncharacterized protein C20orf61	UNIPROT:Q9NU29
UNIPROT:Q5VW38:T116:PRGE	Protein GPR107|GPR107	UNIPROT:Q5VW38|GENE:57720
UNIPROT:Q86YB8:T116:PRGE	ERO1-like protein beta|ERO1LB	UNIPROT:Q86YB8|GENE:56605
UNIPROT:Q96FC9:T116:PRGE	Probable ATP-dependent RNA helicase DDX11|DDX11	UNIPROT:Q96FC9|GENE:1663
UNIPROT:Q9Y644:T116:PRGE	Beta-1,3-N-acetylglucosaminyltransferase radical fringe|RFNG	UNIPROT:Q9Y644|GENE:5986
UNIPROT:Q2M3C7:T116:PRGE	A-kinase anchor protein SPHKAP|SPHKAP	UNIPROT:Q2M3C7|GENE:80309
UNIPROT:Q9NS68:T116:PRGE	Tumor necrosis factor receptor superfamily member 19|TNFRSF19	UNIPROT:Q9NS68|GENE:55504
UNIPROT:P14543:T116:PRGE	NID-1|NID1	UNIPROT:P14543|GENE:4811
UNIPROT:Q9H8Y8:T116:PRGE	GRS2|GORASP2	UNIPROT:Q9H8Y8|GENE:26003
UNIPROT:P16298:T116:PRGE	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform|PPP3CB	UNIPROT:P16298|GENE:5532
UNIPROT:P29074:T116:PRGE	Tyrosine-protein phosphatase non-receptor type 4|PTPN4	UNIPROT:P29074|GENE:5775
UNIPROT:Q9NR31:T116:PRGE	GTP-binding protein SAR1a|SAR1A	UNIPROT:Q9NR31|GENE:56681
UNIPROT:Q92581:T116:PRGE	Sodium/hydrogen exchanger 6|SLC9A6	UNIPROT:Q92581|GENE:10479
UNIPROT:Q99726:T116:PRGE	ZnT-3|SLC30A3	UNIPROT:Q99726|GENE:7781
UNIPROT:Q9UFD9:T116:PRGE	RIMS-binding protein 3A	UNIPROT:Q9UFD9
UNIPROT:P34925:T116:PRGE	Tyrosine-protein kinase RYK|RYK	UNIPROT:P34925|GENE:6259
UNIPROT:Q3V6T2:T116:PRGE	Girdin|CCDC88A	UNIPROT:Q3V6T2|GENE:55704
UNIPROT:Q8WUQ7:T116:PRGE	Uncharacterized protein C19orf29|C19orf29	UNIPROT:Q8WUQ7|GENE:58509
UNIPROT:Q9NUD5:T116:PRGE	Zinc finger CCHC domain-containing protein 3|ZCCHC3	UNIPROT:Q9NUD5|GENE:85364
UNIPROT:Q9Y5Y2:T116:PRGE	Cytosolic Fe-S cluster assembly factor NUBP2|NUBP2	UNIPROT:Q9Y5Y2|GENE:10101
UNIPROT:Q8NES3:T116:PRGE	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe|LFNG	UNIPROT:Q8NES3|GENE:3955
UNIPROT:P62745:T116:PRGE	Rho-related GTP-binding protein RhoB|RHOB	UNIPROT:P62745|GENE:388
UNIPROT:P0C2Y1:T116:PRGE	Putative neuroblastoma breakpoint family member 7|NBPF7	UNIPROT:P0C2Y1|GENE:343505
UNIPROT:Q9UKX7:T116:PRGE	Nuclear pore complex protein Nup50|NUP50	UNIPROT:Q9UKX7|GENE:10762
UNIPROT:Q0VAM2:T116:PRGE	Ras-GEF domain-containing family member 1B|RASGEF1B	UNIPROT:Q0VAM2|GENE:153020
UNIPROT:P62873:T116:PRGE	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1|GNB1	UNIPROT:P62873|GENE:2782
UNIPROT:A2AJT9:T116:PRGE	Uncharacterized protein CXorf23|CXorf23	UNIPROT:A2AJT9|GENE:256643
UNIPROT:P35568:T116:PRGE	Insulin receptor substrate 1|IRS1	UNIPROT:P35568|GENE:3667
UNIPROT:Q15058:T116:PRGE	Kinesin-like protein KIF14|KIF14	UNIPROT:Q15058|GENE:9928
UNIPROT:Q99500:T116:PRGE	S1P3|S1PR3	UNIPROT:Q99500|GENE:1903
UNIPROT:P63279:T116:PRGE	SUMO-conjugating enzyme UBC9|UBE2I	UNIPROT:P63279|GENE:7329
UNIPROT:Q9H3M0:T116:PRGE	Potassium voltage-gated channel subfamily F member 1|KCNF1	UNIPROT:Q9H3M0|GENE:3754
UNIPROT:Q9NRY4:T116:PRGE	Glucocorticoid receptor DNA-binding factor 1|ARHGAP35	UNIPROT:Q9NRY4|GENE:2909
UNIPROT:Q8NGX8:T116:PRGE	Olfactory receptor 6Y1|OR6Y1	UNIPROT:Q8NGX8|GENE:391112
UNIPROT:Q9H977:T116:PRGE	WD repeat-containing protein 54|WDR54	UNIPROT:Q9H977|GENE:84058
UNIPROT:Q9HBK9:T116:PRGE	Arsenite methyltransferase|AS3MT	UNIPROT:Q9HBK9|GENE:57412
UNIPROT:Q96BW9:T116:PRGE	MMP37-like protein, mitochondrial|TAMM41	UNIPROT:Q96BW9|GENE:132001
UNIPROT:P57058:T116:PRGE	Hormonally up-regulated neu tumor-associated kinase|HUNK	UNIPROT:P57058|GENE:30811
UNIPROT:Q5XKE5:T116:PRGE	Keratin, type II cytoskeletal 79|KRT79	UNIPROT:Q5XKE5|GENE:338785
UNIPROT:Q96K62:T116:PRGE	Zinc finger and BTB domain-containing protein 45|ZBTB45	UNIPROT:Q96K62|GENE:84878
UNIPROT:Q96A04:T116:PRGE	Uncharacterized protein C1orf182|C1orf182	UNIPROT:Q96A04|GENE:128229
UNIPROT:O94887:T116:PRGE	FERM, RhoGEF and pleckstrin domain-containing protein 2|FARP2	UNIPROT:O94887|GENE:9855
UNIPROT:Q9Y2P7:T116:PRGE	Zinc finger protein 256|ZNF256	UNIPROT:Q9Y2P7|GENE:10172
UNIPROT:Q15646:T116:PRGE	59 kDa 2'-5'-oligoadenylate synthase-like protein|OASL	UNIPROT:Q15646|GENE:8638
UNIPROT:Q495N2:T116:PRGE	Proton/amino acid transporter 3|SLC36A3	UNIPROT:Q495N2|GENE:285641
UNIPROT:Q96N76:T116:PRGE	Urocanate hydratase|UROC1	UNIPROT:Q96N76|GENE:131669
UNIPROT:P35523:T116:PRGE	Chloride channel protein 1|CLCN1	UNIPROT:P35523|GENE:1180
UNIPROT:Q96P44:T116:PRGE	Collagen alpha-1(XXI) chain|COL21A1	UNIPROT:Q96P44|GENE:81578
UNIPROT:Q96LA5:T116:PRGE	Fc receptor-like protein 2|FCRL2	UNIPROT:Q96LA5|GENE:79368
UNIPROT:Q5VYJ5:T116:PRGE	MAM and LDL-receptor class A domain-containing protein C10orf112	UNIPROT:Q5VYJ5
UNIPROT:Q17RF5:T116:PRGE	Uncharacterized protein C4orf26|C4orf26	UNIPROT:Q17RF5|GENE:152816
UNIPROT:Q9Y6N6:T116:PRGE	Laminin subunit gamma-3|LAMC3	UNIPROT:Q9Y6N6|GENE:10319
UNIPROT:A8MTL0:T116:PRGE	IQ domain-containing protein F5|IQCF5	UNIPROT:A8MTL0|GENE:389124
UNIPROT:P02728:T116:PRGE	Erythrocyte membrane glycopeptide	UNIPROT:P02728
UNIPROT:A8MVM7:T116:PRGE	Putative uncharacterized protein ENSP00000382790	UNIPROT:A8MVM7
UNIPROT:O75084:T116:PRGE	hFz7|FZD7	UNIPROT:O75084|GENE:8324
UNIPROT:Q6ZQN5:T116:PRGE	Forkhead box protein I2|FOXI2	UNIPROT:Q6ZQN5|GENE:399823
UNIPROT:Q8NGD5:T116:PRGE	Olfactory receptor 4K14|OR4K14	UNIPROT:Q8NGD5|GENE:122740
UNIPROT:Q9BV35:T116:PRGE	Calcium-binding mitochondrial carrier protein SCaMC-3|SLC25A23	UNIPROT:Q9BV35|GENE:79085
UNIPROT:Q9BSD3:T116:PRGE	Uncharacterized protein C12orf32|C12orf32	UNIPROT:Q9BSD3|GENE:83695
UNIPROT:Q10589:T116:PRGE	BST-2|BST2	UNIPROT:Q10589|GENE:684
UNIPROT:Q5JX71:T116:PRGE	Uncharacterized protein C20orf106|FAM209A	UNIPROT:Q5JX71|GENE:200232
UNIPROT:Q96Q45:T116:PRGE	Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein|TMEM237	UNIPROT:Q96Q45|GENE:65062
UNIPROT:Q9Y6X1:T116:PRGE	Stress-associated endoplasmic reticulum protein 1|SERP1	UNIPROT:Q9Y6X1|GENE:27230
UNIPROT:Q9NUD9:T116:PRGE	GPI mannosyltransferase 2|PIGV	UNIPROT:Q9NUD9|GENE:55650
UNIPROT:Q8WW38:T116:PRGE	Zinc finger protein ZFPM2|ZFPM2	UNIPROT:Q8WW38|GENE:23414
UNIPROT:Q9UJX0:T116:PRGE	Oxidative stress-induced growth inhibitor 1|OSGIN1	UNIPROT:Q9UJX0|GENE:29948
UNIPROT:Q6UWZ7:T116:PRGE	BRCA1-A complex subunit Abraxas|FAM175A	UNIPROT:Q6UWZ7|GENE:84142
UNIPROT:Q9NRD1:T116:PRGE	F-box only protein 6|FBXO6	UNIPROT:Q9NRD1|GENE:26270
UNIPROT:Q8NER5:T116:PRGE	Activin receptor type-1C|ACVR1C	UNIPROT:Q8NER5|GENE:130399
UNIPROT:Q8WWY8:T116:PRGE	Lipase member H|LIPH	UNIPROT:Q8WWY8|GENE:200879
UNIPROT:Q7Z353:T116:PRGE	Highly divergent homeobox|HDX	UNIPROT:Q7Z353|GENE:139324
UNIPROT:Q8TDY3:T116:PRGE	Actin-related protein T2|ACTRT2	UNIPROT:Q8TDY3|GENE:140625
UNIPROT:Q9HBH5:T116:PRGE	Retinol dehydrogenase 14|RDH14	UNIPROT:Q9HBH5|GENE:57665
UNIPROT:P31269:T116:PRGE	Homeobox protein Hox-A9|HOXA9	UNIPROT:P31269|GENE:3205
UNIPROT:O75943:T116:PRGE	Cell cycle checkpoint protein RAD17|RAD17	UNIPROT:O75943|GENE:5884
UNIPROT:Q9UHL0:T116:PRGE	ATP-dependent RNA helicase DDX25|DDX25	UNIPROT:Q9UHL0|GENE:29118
UNIPROT:Q6NXP6:T116:PRGE	Pyrroline-5-carboxylate reductase-like protein C14orf148|NOXRED1	UNIPROT:Q6NXP6|GENE:122945
UNIPROT:P30038:T116:PRGE	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial|ALDH4A1	UNIPROT:P30038|GENE:8659
UNIPROT:Q9BZ67:T116:PRGE	FERM domain-containing protein 8|FRMD8	UNIPROT:Q9BZ67|GENE:83786
UNIPROT:Q2MV58:T116:PRGE	Tectonic-1|TCTN1	UNIPROT:Q2MV58|GENE:79600
